城市,区域,岗位名称,薪资待遇,应聘条件,公司名称,公司简介,公司业务,福利待遇
"上海","虹口区","java开发工程师-北京","22k-30k","经验5-10年 / 本科","泓宝科技","""数据服务","企业服务 / 不需要融资 / 150-500人""",""
"上海","虹口区","Java高级研发岗（基础应用方向）","30k-60k","经验5-10年 / 本科","北京中关村银行","""科技金融","金融业 / 不需要融资 / 150-500人""",""
"上海","虹口区","java中级开发工程师","14k-24k","经验3-5年 / 本科","亚信科技","""软件服务｜咨询","IT技术服务｜咨询 / 上市公司 / 2000人以上""",""
"上海","虹口区","高级java开发工程师（server）-【直播】","20k-40k","经验3-5年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","“六险一金。十六薪”"
"上海","虹口区","境外技术_Java工程师（供给系统方向）","30k-50k","经验1-3年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“发展前景好”"
"上海","虹口区","美团优选-JAVA开发工程师-网格站方向","25k-50k","经验1-3年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“技术氛围好”"
"上海","虹口区","银行java组长","15k-30k","经验5-10年 / 本科","京北方","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“发展前景好 五险一金 带薪年假”"
"上海","虹口区","java开发工程师（双休不加班+餐补交补）","15k-25k","经验3-5年 / 本科","京北方","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“双休不加班 年底奖金 环境氛围好”"
"上海","虹口区","资深java开发工程师","20k-40k","经验3-5年 / 本科","携程集团","旅游｜出行 / 上市公司 / 2000人以上","","“核心业务，团队一流，福利多”"
"上海","虹口区","java服务器开发工程师-朝夕光年","25k-50k","经验不限 / 本科","字节跳动","""内容资讯","短视频 / D轮及以上 / 2000人以上""",""
"上海","虹口区","Java中级开发工程师","14k-17k","经验3-5年 / 本科","京北方","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“双休”"
"上海","虹口区","Java服务端技术专家（效能工具方向）","35k-45k","经验3-5年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“高自身推进与解决问题能力”"
"上海","虹口区","Java开发工程师—【商业化】","20k-40k","经验3-5年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","“六险一金、带薪年假”"
"上海","虹口区","高级java开发工程师（分发组）","25k-50k","经验5-10年 / 本科","小米集团","""智能硬件","电商平台 / 上市公司 / 2000人以上""",""
"上海","虹口区","java开发实习生","3k-4k","经验不限 / 本科","亚信科技","""软件服务｜咨询","IT技术服务｜咨询 / 上市公司 / 2000人以上""",""
"上海","虹口区","Java开发","15k-30k","经验3-5年 / 本科","奇点浩翰","""数据服务｜咨询","IT技术服务｜咨询 / 未融资 / 50-150人""",""
"上海","虹口区","中级 Java 开发工程师","13k-20k","经验3-5年 / 本科","中电金信","""IT技术服务｜咨询","软件服务｜咨询 / B轮 / 2000人以上""",""
"上海","虹口区","高级java工程师（发票业务）","35k-50k","经验3-5年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“职责上主要服务于美团APP核心模块”"
"上海","虹口区","Java工程师（需要出差） (MJ000888)","9k-12k","经验3-5年 / 本科","百融云创","""科技金融","人工智能服务 / 上市公司 / 500-2000人""",""
"上海","虹口区","java开发（初中高资深+远程面试）","14k-19k","经验5-10年 / 本科","中电金信","""IT技术服务｜咨询","软件服务｜咨询 / B轮 / 2000人以上""",""
"上海","虹口区","java开发工程师","8k-10k","经验3-5年 / 本科","高维通","""软件服务｜咨询","IT技术服务｜咨询 / 未融资 / 150-500人""",""
"上海","虹口区","Java开发实习生","7k-8k","经验不限 / 本科","Datablau","数据服务｜咨询 / A轮 / 150-500人","","“不定期下午茶 期权+机会”"
"上海","虹口区","Java研发工程师","25k-35k","经验3-5年 / 本科","贝壳","居住服务 / 上市公司 / 2000人以上","","“-”"
"上海","虹口区","Java工程师（技术平台）(J11527)","15k-30k","经验3-5年 / 本科","大家信科有限责任公司","科技金融 / 不需要融资 / 2000人以上","","“五险一金、补充医疗、带薪年假、技术培训”"
"上海","虹口区","Java初中级开发工程师","12k-19k","经验3-5年 / 本科","江融信","科技金融 / B轮 / 500-2000人","","“六险一金，带薪年假，季度绩效奖金”"
"上海","虹口区","高级Java开发工程师（商品方向）-【本地生活】","30k-60k","经验3-5年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","""“团队氛围好"
"上海","虹口区","Java开发工程师 (MJ005948)","30k-40k","经验5-10年 / 本科","去哪儿网","旅游｜出行 / 不需要融资 / 2000人以上","","“晋升快 氛围好”"
"上海","虹口区","Java开发工程师（社交方向）-【主站】","20k-40k","经验3-5年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","“发展空间大”"
"上海","虹口区","java工程师","14k-22k","经验3-5年 / 本科","京北方","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“带薪年假 周末双休 不加班”"
"上海","虹口区","Java 开发工程师","15k-25k","经验不限 / 本科","汽车之家","内容资讯 / 上市公司 / 2000人以上","","""“福利好"
"上海","虹口区","北京-java开发工程师","9k-15k","经验3-5年 / 本科","中科软","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“多次调薪、节日礼品、商业保险”"
"上海","虹口区","商业中台技术研发组_aigc c++/java研发工程师","30k-60k","经验1-3年 / 本科","百度","""人工智能服务","信息检索","科技金融 / 上市公司 / 2000人以上"""
"上海","虹口区","推荐引擎java开发工程师","25k-40k","经验3-5年 / 本科","搜狐集团","""内容资讯","游戏","音频｜视频媒体 / 上市公司 / 2000人以上"""
"上海","虹口区","中高级java开发工程师（北京就近分配）","16k-26k","经验3-5年 / 本科","京北方","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“双休不加班 餐补 电脑补助 项目奖金”"
"上海","虹口区","交管大脑组_平台研发工程师（JAVA）(J65500)","26k-35k","经验3-5年 / 本科","百度","""人工智能服务","信息检索","科技金融 / 上市公司 / 2000人以上"""
"上海","虹口区","高级Java开发工程师/架构师 -【主站FT】","30k-60k","经验3-5年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","""“发展空间大"
"上海","虹口区","短视频服务端开发（Java工程师）","30k-50k","经验1-3年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“重点项目”"
"上海","虹口区","java开发工程师（后援办公）(j11457)","15k-30k","经验3-5年 / 本科","大家信科有限责任公司","科技金融 / 不需要融资 / 2000人以上","","“五险一金、补充医疗、带薪年假、技术培训”"
"上海","虹口区","Java开发工程师-风控系统","25k-50k","经验5-10年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“发展空间大”"
"上海","虹口区","Java资深开发工程师","25k-35k","经验3-5年 / 本科","探探","社交平台 / D轮及以上 / 150-500人","","“专业团队”"
"上海","虹口区","java开发工程师","15k-25k","经验1-3年 / 本科","华泰保险","科技金融 / 不需要融资 / 2000人以上","","“行业前景好，工作氛围和谐”"
"上海","虹口区","Java开发工程师","7k-12k","经验1-3年 / 本科","中科软","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“重点项目，积极向上的团队，上市公司欢迎您”"
"上海","虹口区","Java开发工程师","12k-20k","经验3-5年 / 本科","文景信息","软件服务｜咨询 / 不需要融资 / 50-150人","","“朝阳产业，牛人多，***项目”"
"上海","虹口区","企平-后端Java开发工程师(ERP供应链方向)","30k-50k","经验1-3年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“发展空间大”"
"上海","虹口区","Java开发","15k-20k","经验3-5年 / 本科","京北方","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“上市公司、周末双休、五险一金”"
"上海","虹口区","境外技术-Java高级工程师（配送系统方向）","30k-60k","经验3-5年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“发展空间大，项目前期机会多”"
"上海","虹口区","Java高级工程师","25k-45k","经验3-5年 / 本科","财未来（北京）信息技术有限公司","区块链 / C轮 / 15-50人","","“国际化平台 蓝海赛道 福利完善 弹性工作”"
"上海","虹口区","Java技术专家/架构师（后端架构）-【主站FT】","30k-60k","经验3-5年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","""“发展空间大"
"上海","虹口区","JAVA开发工程师-报价","22k-32k","经验3-5年 / 本科","途家民宿","""居住服务","旅游｜出行 / D轮及以上 / 500-2000人""",""
"上海","虹口区","风控java工程师 (MJ001112)","15k-25k","经验3-5年 / 本科","百融云创","""科技金融","人工智能服务 / 上市公司 / 500-2000人""",""
"上海","普陀区","java开发工程师","10k-18k","经验在校/应届 / 本科","中科天玑","数据服务｜咨询 / B轮 / 150-500人","","“工作餐补，五险一金，年节福利，人才培养体系等”"
"上海","普陀区","JAVA开发工程师","15k-30k","经验1-3年 / 本科","瓴岳科技集团","科技金融 / 不需要融资 / 500-2000人","","“扁平化 氛围佳”"
"上海","普陀区","java工程师","10k-20k","经验不限 / 大专","龙马游戏","游戏 / 不需要融资 / 15-50人","","""“盈利CP"
"上海","普陀区","java开发工程师","15k-25k","经验1-3年 / 本科","东方国信","数据服务｜咨询 / 上市公司 / 2000人以上","","“靠谱团队”"
"上海","普陀区","java开发工程师","12k-15k","经验3-5年 / 本科","中宇辰星","""软件服务｜咨询","专业服务｜咨询","IT技术服务｜咨询 / 不需要融资 / 少于15人"""
"上海","普陀区","java开发工程师","12k-20k","经验在校/应届 / 本科","弘腾","区块链 / 未融资 / 150-500人","","“六险一金、带薪年假、饭补交通补”"
"上海","普陀区","高级java开发工程师","20k-30k","经验3-5年 / 本科","中信银行","金融业 / 上市公司 / 150-500人","","“福利待遇好， 发展前景大”"
"上海","普陀区","java开发工程师","15k-20k","经验不限 / 本科","北京泰斯听科技有限公...","""电商平台","汽车交易平台 / 未融资 / 15-50人""",""
"上海","普陀区","JAVA工程师","20k-40k","经验3-5年 / 本科","一吉科技","企业服务 / 不需要融资 / 15-50人","","“13薪”"
"上海","普陀区","java开发工程师","10k-15k","经验在校/应届 / 硕士","国科元科技","企业服务 / 未融资 / 50-150人","","“提供北京落户资格、六险一金、扁平化管理”"
"上海","普陀区","java开发工程师","6k-12k","经验在校/应届 / 本科","佳杰云星","""IT技术服务｜咨询","软件服务｜咨询","数据服务｜咨询 / 不需要融资 / 50-150人"""
"上海","普陀区","java开发工程师","20k-40k","经验5-10年 / 本科","京东物流","物流｜运输 / A轮 / 2000人以上","","""“大数据"
"上海","普陀区","java工程师","8k-12k","经验在校/应届 / 本科","中科院信工所","""IT技术服务｜咨询","信息安全 / 不需要融资 / 500-2000人""",""
"上海","普陀区","java开发工程师","10k-15k","经验在校/应届 / 硕士","FA Software","""移动互联网","数据服务 / C轮 / 150-500人""",""
"上海","普陀区","java开发工程师","4k-5k","经验在校/应届 / 本科","中智智人","""软件服务｜咨询","IT技术服务｜咨询 / 未融资 / 150-500人""",""
"上海","普陀区","java开发工程师","15k-30k","经验5-10年 / 本科","优声科技","""信息安全","物联网 / 未融资 / 150-500人""",""
"上海","普陀区","Java开发工程师","15k-25k","经验3-5年 / 本科","北京舜天汇智科技有限公司","","","""“五险一金"
"上海","普陀区","java开发工程师","15k-25k","经验1-3年 / 本科","棱镜七彩","信息安全 / B轮 / 50-150人","","“福利nice”"
"上海","普陀区","java开发工程师","12k-18k","经验3-5年 / 本科","中科智加","""人工智能服务","数据服务｜咨询 / 不需要融资 / 50-150人""",""
"上海","普陀区","java开发工程师","15k-18k","经验3-5年 / 本科","徙木科技","IT技术服务｜咨询 / A轮 / 15-50人","","“团队好”"
"上海","普陀区","JAVA工程师","18k-36k","经验1-3年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","“基于Ai一站式线索经营管理平台”"
"上海","普陀区","JAVA工程师","8k-16k","经验3-5年 / 本科","爱炎科技","""移动互联网","企业服务 / 天使轮 / 15-50人""",""
"上海","普陀区","Java工程师","40k-60k","经验3-5年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","“直播核心岗位，薪资高”"
"上海","普陀区","java开发工程师","15k-30k","经验不限 / 本科","久谦科技","专业服务｜咨询 / 未融资 / 150-500人","","“福利待遇优厚，发展空间大，团队氛围好”"
"上海","普陀区","java开发工程师","20k-40k","经验3-5年 / 本科","星尘数据","""软件服务｜咨询","数据服务｜咨询","人工智能服务 / A轮 / 50-150人"""
"上海","普陀区","java开发工程师","18k-28k","经验3-5年 / 本科","北京睿企信息科技有限公司","""移动互联网","信息安全 / A轮 / 50-150人""",""
"上海","普陀区","高级java开发工程师","15k-30k","经验5-10年 / 本科","好喔科技","IT技术服务｜咨询 / C轮 / 150-500人","","“联想外包”"
"上海","普陀区","JAVA工程师","30k-50k","经验3-5年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","“快手最赚钱的部门！”"
"上海","普陀区","JAVA工程师","25k-35k","经验3-5年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","“组内直推，极速招聘，全程跟进”"
"上海","普陀区","java工程师","20k-30k","经验3-5年 / 本科","多变","""社交平台","内容社区","社交媒体 / 未融资 / 50-150人"""
"上海","普陀区","java开发工程师","20k-22k","经验5-10年 / 本科","法本信息","""人工智能服务","IT技术服务｜咨询 / 上市公司 / 2000人以上""",""
"上海","普陀区","java开发工程师","10k-15k","经验1-3年 / 本科","泛微","移动互联网 / 上市公司 / 2000人以上","","“上市企业+自研产品+交通补助”"
"上海","普陀区","高级java开发工程师","30k-40k","经验5-10年 / 本科","思图场景","""人工智能","企业服务 / B轮 / 150-500人""",""
"上海","普陀区","java开发工程师","20k-40k","经验5-10年 / 本科","思图场景","""人工智能","企业服务 / B轮 / 150-500人""",""
"上海","普陀区","java开发工程师","10k-13k","经验3-5年 / 本科","裕宁科技","""移动互联网","金融 / 未融资 / 50-150人""",""
"上海","普陀区","java开发工程师","12k-14k","经验5-10年 / 大专","裕宁科技","""移动互联网","金融 / 未融资 / 50-150人""",""
"上海","普陀区","Java开发工程师","25k-50k","经验5-10年 / 本科","红松学堂","""MCN｜直播平台","在线教育 / C轮 / 500-2000人""",""
"上海","普陀区","java开发工程师","15k-30k","经验3-5年 / 本科","中电金信","""IT技术服务｜咨询","软件服务｜咨询 / B轮 / 2000人以上""",""
"上海","普陀区","Java开发工程师","9k-14k","经验3-5年 / 本科","康德曼","智能硬件 / 未融资 / 50-150人","","“Java”"
"上海","普陀区","java开发工程师","15k-25k","经验5-10年 / 大专","众娱禾乐","企业服务 / 未融资 / 15-50人","","“入职缴纳五险一金，有加班费，双休”"
"上海","普陀区","java开发工程师","12k-16k","经验3-5年 / 本科","东信","硬件 / 上市公司 / 2000人以上","","“国企 五险一金 双休 带薪假 节日福利”"
"上海","普陀区","java开发工程师","20k-30k","经验5-10年 / 本科","殷图网联","物联网 / 上市公司 / 50-150人","","“六险一金 年终奖 定期体检 节日福利”"
"上海","普陀区","java开发工程师","13k-20k","经验3-5年 / 本科","中电金信","""IT技术服务｜咨询","软件服务｜咨询 / B轮 / 2000人以上""",""
"上海","普陀区","高级java开发工程师","25k-28k","经验5-10年 / 本科","点众科技","新媒体 / 不需要融资 / 500-2000人","","“年底三薪、五险一金、带薪假期、餐补通讯补贴”"
"上海","普陀区","java开发工程师","15k-20k","经验不限 / 本科","北京瑞联","""移动互联网","电商 / D轮及以上 / 500-2000人""",""
"上海","普陀区","java开发工程师","15k-30k","经验3-5年 / 本科","青藤云安全","信息安全 / C轮 / 500-2000人","","“五险一金 年终奖”"
"上海","普陀区","java开发工程师","10k-15k","经验3-5年 / 本科","东方瑞创达","""物联网","营销服务｜咨询 / 未融资 / 150-500人""",""
"上海","普陀区","java开发工程师","15k-25k","经验1-3年 / 本科","隆平信息","""IT技术服务｜咨询","在线教育 / 不需要融资 / 15-50人""",""
"上海","普陀区","java开发工程师","20k-35k","经验3-5年 / 大专","四合天地","""人工智能服务","物联网 / 不需要融资 / 50-150人""",""
"上海","普陀区","java开发工程师","15k-21k","经验在校/应届 / 本科","未来可期","软件服务｜咨询 / 未融资 / 50-150人","","“五险一金、双休、节假日礼包、下午茶、年终奖”"
"上海","普陀区","java开发工程师","10k-15k","经验3-5年 / 本科","展云科技","其他 / C轮 / 15-50人","","“五险一金”"
"上海","普陀区","JAVA工程师","15k-30k","经验3-5年 / 本科","易群卓思","""专业服务｜咨询","数据服务｜咨询","营销服务｜咨询 / 未融资 / 15-50人"""
"上海","普陀区","java开发工程师","13k-22k","经验3-5年 / 本科","海博拓天","""内容社区","社交平台","电商平台 / 不需要融资 / 150-500人"""
"上海","普陀区","JAVA工程师","30k-40k","经验5-10年 / 本科","哗啦啦","软件服务｜咨询 / A轮 / 2000人以上","","“PB级数据体量，高质量客户，挑战性高”"
"上海","普陀区","java开发工程师","12k-15k","经验3-5年 / 本科","文思海辉","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“发挥前景好，工作稳定，薪资待遇优厚”"
"上海","普陀区","java工程师","11k-17k","经验1-3年 / 本科","创智启辰","""人工智能","工具","物联网 / 不需要融资 / 15-50人"""
"上海","普陀区","JAVA工程师","8k-14k","经验1年以下 / 本科","今慕科技","IT技术服务｜咨询 / 未融资 / 150-500人","","“高新”"
"上海","普陀区","JAVA工程师","8k-15k","经验不限 / 本科","北京互创","""IT技术服务｜咨询","信息安全 / 未融资 / 150-500人""",""
"上海","普陀区","java开发工程师","7k-12k","经验1-3年 / 本科","乡村销客","""IT技术服务｜咨询","营销服务｜咨询 / 不需要融资 / 150-500人""",""
"上海","普陀区","java开发工程师","13k-20k","经验3-5年 / 本科","中电金信","""IT技术服务｜咨询","软件服务｜咨询 / B轮 / 2000人以上""",""
"上海","普陀区","JAVA工程师","14k-28k","经验1-3年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","“大团队快速发展阶段”"
"上海","普陀区","java开发工程师","16k-23k","经验不限 / 本科","未来可期","软件服务｜咨询 / 未融资 / 50-150人","","“五险一金、双休、节假日礼包、下午茶、年终奖”"
"上海","普陀区","Java开发工程师","8k-16k","经验3-5年 / 本科","北京同达合创","IT技术服务｜咨询 / 未融资 / 50-150人","","“五险一金 周末双休 各种补贴，项目奖金”"
"上海","普陀区","高级java开发工程师","20k-25k","经验5-10年 / 本科","中网动力","""智能硬件","IT技术服务｜咨询 / 不需要融资 / 15-50人""",""
"上海","普陀区","java开发工程师","12k-20k","经验3-5年 / 本科","屹通信息","""金融","数据服务 / 上市公司 / 2000人以上""",""
"上海","普陀区","java开发工程师","13k-17k","经验3-5年 / 本科","屹通信息","""金融","数据服务 / 上市公司 / 2000人以上""",""
"上海","普陀区","JAVA工程师","15k-30k","经验3-5年 / 本科","猎豹移动","""移动互联网","社交 / 上市公司 / 2000人以上""",""
"上海","普陀区","JAVA工程师","12k-15k","经验1-3年 / 本科","亦远汇智","""软件服务｜咨询","教育｜培训","IT技术服务｜咨询 / 不需要融资 / 少于15人"""
"上海","普陀区","java开发工程师","10k-20k","经验3-5年 / 本科","和能时代","电商 / 不需要融资 / 500-2000人","","“世界500强央企 大数据平台历练机会”"
"上海","普陀区","java高级开发工程师","15k-18k","经验5-10年 / 本科","中科软","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“上市公司、中科院系、五险一金、13薪”"
"上海","普陀区","java开发工程师","12k-15k","经验1-3年 / 本科","国铁吉讯科技有限公司","""旅游｜出行","电商平台 / 不需要融资 / 150-500人""",""
"上海","普陀区","java高级开发工程师","25k-35k","经验3-5年 / 本科","FlowUs.息流","工具类产品 / 天使轮 / 50-150人","","“免费三餐 弹性工作 灵活度高”"
"上海","普陀区","java开发工程师","11k-20k","经验1-3年 / 本科","FlowUs.息流","工具类产品 / 天使轮 / 50-150人","","“免费三餐 灵活度高 扁平化管理”"
"上海","普陀区","java开发工程师","15k-25k","经验3-5年 / 本科","同联","""数据服务","移动互联网 / 未融资 / 150-500人""",""
"上海","普陀区","java开发工程师","25k-50k","经验3-5年 / 本科","百度","""工具类产品","人工智能服务","信息检索 / 上市公司 / 2000人以上"""
"上海","普陀区","java开发工程师","12k-18k","经验1-3年 / 本科","新数科技","""软件服务｜咨询","IT技术服务｜咨询 / A轮 / 150-500人""",""
"上海","普陀区","java开发工程师","20k-30k","经验5-10年 / 硕士","太字流动","音频｜视频媒体 / B轮 / 50-150人","","“领导nice”"
"上海","普陀区","JAVA工程师","14k-19k","经验1-3年 / 本科","金睿盛达","电商平台 / 未融资 / 15-50人","","“大牛带队”"
"上海","普陀区","java开发工程师","13k-26k","经验3-5年 / 本科","引领通科技","""移动互联网","企业服务 / 不需要融资 / 15-50人""",""
"上海","普陀区","java开发工程师","15k-25k","经验3-5年 / 本科","中电金信","""IT技术服务｜咨询","软件服务｜咨询 / B轮 / 2000人以上""",""
"上海","普陀区","java开发工程师","13k-22k","经验3-5年 / 本科","中电金信","""IT技术服务｜咨询","软件服务｜咨询 / B轮 / 2000人以上""",""
"上海","普陀区","高级java开发工程师","18k-26k","经验5-10年 / 本科","新德汇","移动互联网 / 未融资 / 500-2000人","","“为政府请提供服务”"
"上海","普陀区","java开发工程师","10k-16k","经验3-5年 / 大专","广州赤骥科技发展有限公司","""移动互联网","数据服务 / 未融资 / 150-500人""",""
"上海","普陀区","JAVA工程师","16k-23k","经验3-5年 / 不限","无心农业","其他 / 未融资 / 少于15人","","“项目新颖有意义”"
"上海","普陀区","java开发工程师","10k-15k","经验1-3年 / 大专","大羿数讯","数据服务｜咨询 / 未融资 / 少于15人","","“带薪年假、定期团建、团队氛围好、领导nice”"
"上海","普陀区","java工程师","14k-23k","经验3-5年 / 本科","赛意","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“华夏银行信用卡项目，待遇丰厚”"
"上海","普陀区","java开发工程师","15k-20k","经验3-5年 / 本科","大唐高鸿","""数据服务｜咨询","网络通信 / 上市公司 / 500-2000人""",""
"上海","普陀区","JAVA工程师","13k-18k","经验5-10年 / 本科","JETTECH","""金融","其他 / 上市公司 / 2000人以上""",""
"上海","普陀区","JAVA工程师","40k-70k","经验3-5年 / 硕士","民生银行","金融 / 上市公司 / 2000人以上","","“六险一金、交通补贴、双休等众多福利”"
"上海","普陀区","java开发工程师","13k-16k","经验3-5年 / 本科","京北方","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“五险一金 团建”"
"上海","普陀区","JAVA工程师","18k-28k","经验3-5年 / 硕士","光大银行","金融业 / 上市公司 / 150-500人","","“直接内推招聘行员”"
"上海","普陀区","java高级开发工程师","30k-40k","经验5-10年 / 本科","雷神","电商平台 / 天使轮 / 50-150人","","“新能源整车制造”"
"上海","普陀区","java高级开发工程师","20k-30k","经验5-10年 / 本科","中电普信","IT技术服务｜咨询 / B轮 / 150-500人","","“氛围好 带团队”"
"上海","普陀区","JAVA开发工程师","8k-12k","经验1-3年 / 大专","同余科技","""信息安全","企业服务 / 天使轮 / 15-50人""",""
"上海","普陀区","java开发工程师","12k-16k","经验1-3年 / 本科","创软科技","IT技术服务｜咨询 / 不需要融资 / 150-500人","","“五险一金 加班补助 周末双休 带薪年假”"
"上海","普陀区","java开发工程师","15k-28k","经验1-3年 / 本科","掌煜信息科技","""软件服务｜咨询","工具类产品","IT技术服务｜咨询 / A轮 / 15-50人"""
"上海","普陀区","java开发工程师","10k-20k","经验3-5年 / 本科","新易资源","电商 / 不需要融资 / 2000人以上","","“发展前景好，团队佳”"
"上海","普陀区","java工程师","15k-25k","经验3-5年 / 本科","军尊","""IT技术服务｜咨询","教育｜培训","消费生活 / 未融资 / 50-150人"""
"上海","普陀区","Java开发工程师","12k-20k","经验3-5年 / 本科","新致软件","IT技术服务｜咨询 / C轮 / 2000人以上","","“领导nice 项目好 技术新”"
"上海","普陀区","java开发工程师","18k-25k","经验3-5年 / 本科","拉勾集团","""工具类产品","在线教育 / D轮及以上 / 500-2000人""",""
"上海","普陀区","java开发工程师","9k-13k","经验1-3年 / 本科","天鹏恒宇","IT技术服务｜咨询 / 不需要融资 / 150-500人","","“真正提高自己的技术能力”"
"上海","普陀区","JAVA工程师","25k-30k","经验3-5年 / 硕士","苏州科道","""专业服务｜咨询","社交平台 / 未融资 / 少于15人""",""
"上海","普陀区","java开发工程师","12k-20k","经验3-5年 / 本科","海川证券","""金融","移动互联网 / 上市公司 / 50-150人""",""
"上海","普陀区","java开发工程师","12k-18k","经验不限 / 本科","麦秸科技","""软件服务｜咨询","数据服务｜咨询","人工智能服务 / 不需要融资 / 少于15人"""
"上海","普陀区","java开发工程师","15k-30k","经验3-5年 / 本科","北京迪信通通信服务有限公司","网络通信 / 不需要融资 / 50-150人","","“五险一金 绩效奖金 节日福利 交通补助”"
"上海","普陀区","java开发工程师","15k-20k","经验3-5年 / 本科","明翰","电商平台 / 不需要融资 / 150-500人","","“团队氛围nice”"
"上海","普陀区","java开发工程师","9k-16k","经验1-3年 / 本科","清大科越","其他 / 不需要融资 / 150-500人","","“北京户口 五险一金 双休”"
"上海","普陀区","java开发工程师","10k-20k","经验在校/应届 / 硕士","神软","软件服务｜咨询 / 不需要融资 / 500-2000人","","“航天央企”"
"上海","普陀区","JAVA开发工程师","10k-20k","经验不限 / 本科","东方国信","数据服务｜咨询 / 上市公司 / 2000人以上","","“工作稳定，可远程”"
"上海","普陀区","Java工程师（实习生）","1k-2k","经验在校/应届 / 硕士","知网","""信息检索","工具类产品","内容社区 / 上市公司 / 2000人以上"""
"上海","普陀区","Java后端开发工程师","14k-16k","经验3-5年 / 大专","博为峰","","","""“五险一金"
"上海","普陀区","java开发工程师","15k-25k","经验3-5年 / 本科","铸云网络","""数据服务","区块链 / 不需要融资 / 2000人以上""",""
"上海","普陀区","java高级开发工程师","20k-25k","经验5-10年 / 本科","斑码当先","IT技术服务｜咨询 / 未融资 / 少于15人","","“团队氛围好”"
"上海","普陀区","Java开发工程师","12k-24k","经验3-5年 / 本科","上海宁丞互联网科技有限公司","""电商平台","内容社区 / 不需要融资 / 少于15人""",""
"上海","普陀区","高级java开发工程师","20k-25k","经验5-10年 / 本科","天成通链","区块链 / A轮 / 15-50人","","“发展前景巨大”"
"上海","虹口区","高级Java开发工程师","35k-70k","经验5-10年 / 本科","美团","消费生活 / 上市公司 / 2000人以上","","“从0-1 重点业务”"
"上海","虹口区","高级Java开发工程师","20k-30k","经验5-10年 / 本科","安恒信息","""信息安全","IT技术服务｜咨询 / 上市公司 / 2000人以上""",""
"上海","虹口区","java开发工程师","11k-20k","经验3-5年 / 本科","京北方","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“Java开发岗位”"
"上海","虹口区","java开发工程师","10k-15k","经验3-5年 / 本科","中科软","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“团队氛围好、工作不卷”"
"上海","虹口区","java开发工程师","20k-21k","经验5-10年 / 本科","法本信息","""人工智能服务","IT技术服务｜咨询 / 上市公司 / 2000人以上""",""
"上海","静安区","java开发工程师","15k-21k","经验在校/应届 / 本科","未来可期","软件服务｜咨询 / 未融资 / 50-150人","","“五险一金、双休、节假日礼包、下午茶、年终奖”"
"上海","静安区","java开发工程师","10k-15k","经验3-5年 / 本科","展云科技","其他 / C轮 / 15-50人","","“五险一金”"
"上海","静安区","JAVA工程师","15k-30k","经验3-5年 / 本科","易群卓思","""专业服务｜咨询","数据服务｜咨询","营销服务｜咨询 / 未融资 / 15-50人"""
"上海","静安区","java开发工程师","13k-22k","经验3-5年 / 本科","海博拓天","""内容社区","社交平台","电商平台 / 不需要融资 / 150-500人"""
"上海","静安区","JAVA工程师","30k-40k","经验5-10年 / 本科","哗啦啦","软件服务｜咨询 / A轮 / 2000人以上","","“PB级数据体量，高质量客户，挑战性高”"
"上海","静安区","java开发工程师","12k-15k","经验3-5年 / 本科","文思海辉","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“发挥前景好，工作稳定，薪资待遇优厚”"
"上海","静安区","java工程师","11k-17k","经验1-3年 / 本科","创智启辰","""人工智能","工具","物联网 / 不需要融资 / 15-50人"""
"上海","静安区","JAVA工程师","8k-14k","经验1年以下 / 本科","今慕科技","IT技术服务｜咨询 / 未融资 / 150-500人","","“高新”"
